company_A,company_B,score,Adresse_A,Zip_A,City_A,Country_A,Adresse_B,Zip_B,City_B,Country_B
"Intercom, Inc.","Intercom, Inc.",1.0,"{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}","{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}"
"Intercom, Inc.","Intercom, Inc.",1.0,"{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}","{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}"
"Intercom, Inc.","Intercom, Inc.",1.0,"{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}","{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}"
"Intercom, Inc.","Intercom, Inc.",1.0,"{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}","{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}"
"Intercom, Inc.","Intercom, Inc.",1.0,"{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}","{'Intercom, Inc.': '55 2nd Street'}","{'Intercom, Inc.': '94105'}","{'Intercom, Inc.': 'San Francisco'}","{'Intercom, Inc.': 'United States'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
Groupe Caisse d'Epargne,Groupe Caisse d'Epargne,1.0,"{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}","{""Groupe Caisse d'Epargne"": '50, avenue Pierre Mendès France'}","{""Groupe Caisse d'Epargne"": '75201'}","{""Groupe Caisse d'Epargne"": 'Paris'}","{""Groupe Caisse d'Epargne"": 'France'}"
THE COCA-COLA COMPANY,THE COCA-COLA COMPANY,1.0,1 Coca Cola Plaza,30313,Atlanta,United States,1 Coca Cola Plaza,30313,Atlanta,United States
Cashpad,Cashpad,1.0,28 Rue Réaumur,75003,Paris,France,28 Rue Réaumur,75003,Paris,France
The Adecco Group,The Adecco Group,1.0,{'The Adecco Group': '2 Rue Henri Legay'},{'The Adecco Group': '69100'},{'The Adecco Group': 'Villeurbanne'},{'The Adecco Group': 'France'},{'The Adecco Group': '2 Rue Henri Legay'},{'The Adecco Group': '69100'},{'The Adecco Group': 'Villeurbanne'},{'The Adecco Group': 'France'}
Gecina,Gecina,1.0000000000000002,16 Rue des Capucines,75002,Paris,France,16 Rue des Capucines,75002,Paris,France
Stokomani,STOKOMANI,1.0000000000000002,3 Avenue des Charmes,60100,Creil,France,{'STOKOMANI': ''},{'STOKOMANI': ''},{'STOKOMANI': ''},{'STOKOMANI': ''}
Infopro Digital,Infopro Digital,1.0000000000000002,{'Infopro Digital': ''},{'Infopro Digital': ''},{'Infopro Digital': ''},{'Infopro Digital': 'France'},{'Infopro Digital': '10 place du General de Gaulle Immeuble Parc II'},{'Infopro Digital': '92186'},{'Infopro Digital': 'ANTONY CEDEX'},{'Infopro Digital': 'France'}
Infopro Digital,INFOPRO DIGITAL,1.0000000000000002,{'Infopro Digital': ''},{'Infopro Digital': ''},{'Infopro Digital': ''},{'Infopro Digital': 'France'},10 place du Général de Gaulle,92186,Antony,France
altima,altima,1.0000000000000002,101 Rue Réaumur,10038,Roubaix,France,101 Rue Réaumur,10038,Roubaix,France
san marina,san marina,1.0000000000000002,"Aubagne, Provence-Alpes-Côte d'Azur, France",75015,Aubagne,France,{'san marina': '155 Rue du Dirigeable'},{'san marina': '75015'},{'san marina': 'Aubagne'},{'san marina': 'France'}
RestoFlash,RestoFlash,1.0000000000000002,,59053,,Spain,,59053,,Spain
KPMG Switzerland,KPMG Switzerland,1.0000000000000002,172 Badenerstrasse,8004,Zurich,Switzerland,172 Badenerstrasse,8004,Zurich,Switzerland
SeaBird,SeaBird,1.0000000000000002,27 Rue de Berri,75008,Paris,France,27 Rue de Berri,75008,Paris,France
TTEC,TTEC,1.0000000000000002,9197 South Peoria Street,80112,Englewood,United States,"9197 South Peoria Street,,,",80112,Englewood,United States
AXA Corporate Solutions,AXA Corporate Solutions,1.0000000000000002,,,,,,,,
Chronopost,Chronopost,1.0000000000000002,{'Chronopost': ''},{'Chronopost': ''},{'Chronopost': ''},{'Chronopost': ''},{'Chronopost': ''},{'Chronopost': ''},{'Chronopost': ''},{'Chronopost': ''}
Europ Assistance France,Europ Assistance France,1.0000000000000004,{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'},{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'}
Europ Assistance France,Europ Assistance France,1.0000000000000004,{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'},{'Europ Assistance France': '9 Boulevard Haussmann'},{'Europ Assistance France': '92230'},{'Europ Assistance France': 'Paris'},{'Europ Assistance France': 'France'}
JoJo Maman Bebe Ltd,JoJo Maman Bebe Ltd,1.0,OXWICH RD,NP19 4PU,London,United Kingdom,OXWICH RD,NP19 4PU,London,United Kingdom
Meteojob,Meteojob,1.0000000000000002,15 Rue la Fayette,75009,Paris,France,15 Rue la Fayette,75009,Paris,France
StepStone GmbH,StepStone GmbH,1.0,78t Rue Laugier,75017,Paris,France,78t Rue Laugier,75017,Paris,France
Open Classrooms,Open Classrooms,1.0,,,,,,,,
Volkswagen Group France,Volkswagen Group France,1.0,"11 Avenue de Boursonne, Villers-Cotterêts, Hauts-de-France, France, 02600",02601,Villers-Cotterêts,France,"11 Avenue de Boursonne, Villers-Cotterêts, Hauts-de-France, France, 02600",02601,Villers-Cotterêts,France
FMC Technologies,FMC Technologies,1.0,5875 North Sam Houston Parkway West,77086,Houston,United States,5875 North Sam Houston Parkway West,77086,Houston,United States
Doctolib,Doctolib,1.0,{'Doctolib': '131 Boulevard de Sébastopol'},{'Doctolib': '75002'},{'Doctolib': 'Paris'},{'Doctolib': 'France'},{'Doctolib': ''},{'Doctolib': ''},{'Doctolib': ''},{'Doctolib': ''}
Hardis Group,Hardis Group,1.0,{'Hardis Group': '34 Rue de la Tuilerie'},{'Hardis Group': '38170'},{'Hardis Group': 'Seyssinet-Pariset'},{'Hardis Group': 'France'},{'Hardis Group': '34 RUE DE LA TUILERIE'},{'Hardis Group': '38170'},{'Hardis Group': 'SEYSSINET-PARISET'},{'Hardis Group': 'France'}
Hardis Group,Hardis Group,1.0,{'Hardis Group': '34 Rue de la Tuilerie'},{'Hardis Group': '38170'},{'Hardis Group': 'Seyssinet-Pariset'},{'Hardis Group': 'France'},{'Hardis Group': '34 RUE DE LA TUILERIE'},{'Hardis Group': '38170'},{'Hardis Group': 'SEYSSINET-PARISET'},{'Hardis Group': 'France'}
Hardis Group,Hardis Group,1.0,{'Hardis Group': '34 Rue de la Tuilerie'},{'Hardis Group': '38170'},{'Hardis Group': 'Seyssinet-Pariset'},{'Hardis Group': 'France'},{'Hardis Group': '34 RUE DE LA TUILERIE'},{'Hardis Group': '38170'},{'Hardis Group': 'SEYSSINET-PARISET'},{'Hardis Group': 'France'}
Hardis Group,Hardis Group,1.0,{'Hardis Group': '34 Rue de la Tuilerie'},{'Hardis Group': '38170'},{'Hardis Group': 'Seyssinet-Pariset'},{'Hardis Group': 'France'},{'Hardis Group': '34 RUE DE LA TUILERIE'},{'Hardis Group': '38170'},{'Hardis Group': 'SEYSSINET-PARISET'},{'Hardis Group': 'France'}
Loro Piana,Loro Piana,1.0,16 Via Filippo Turati,20121,Milano,Italy,16 Via Filippo Turati,20121,Milano,Italy
Deloitte,Deloitte,1.0,{'Deloitte': '45 Rockefeller Plaza'},{'Deloitte': '10112'},{'Deloitte': 'New York'},{'Deloitte': 'United States'},"{'Deloitte': 'Str.B, 5 Lesnaya Ul.'}",{'Deloitte': ''},{'Deloitte': 'Moscow'},{'Deloitte': 'Russian Federation'}
Cecurity.com,Cecurity.com,1.0000000000000002,75 Rue Saint-Lazare,75009,Paris,France,75 Rue Saint-Lazare,75009,Paris,France
EDELVI,EDELVI,1.0,116 Promenade de la Plage,92150,Cagnes-sur-Mer,France,116 Promenade de la Plage,92150,Cagnes-sur-Mer,France
AKSIS,AKSIS,1.0000000000000002,1 Avenue Archimède,02100,Saint-Quentin,France,1 Avenue Archimède,02100,Saint-Quentin,France
Vizir,Vizir,1.0000000000000002,6 Rue du Sentier,39130,Paris,France,6 Rue du Sentier,39130,Paris,France
Deliveroo,Deliveroo,1.0,{'Deliveroo': ''},{'Deliveroo': '75010'},{'Deliveroo': ''},{'Deliveroo': 'France'},{'Deliveroo': ''},{'Deliveroo': ''},{'Deliveroo': ''},{'Deliveroo': ''}
COMAP,COMAP,1.0000000000000002,16 Avenue Paul Santy,69008,Lyon,France,16 Avenue Paul Santy,69008,Lyon,France
Mazars,Mazars,1.0,{'Mazars': '135 W 50th St'},{'Mazars': '10020'},{'Mazars': 'New York'},{'Mazars': 'United States'},{'Mazars': ''},{'Mazars': ''},{'Mazars': ''},{'Mazars': ''}
Zendesk,Zendesk,1.0000000000000002,1019 Market Street,94103,San Francisco,United States,1019 Market Street,94103,San Francisco,United States
AXA Banque,AXA Banque,1.0,{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'France'},{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'FRANCE'}
AXA Banque,AXA Banque,1.0,{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'France'},{'AXA Banque': '25 Avenue Matignon'},{'AXA Banque': '75008'},{'AXA Banque': 'Paris'},{'AXA Banque': 'FRANCE'}
Ashford Borough Council,Ashford Borough Council,1.0000000000000002,Town Hall,TN23 1PL,Tenterden,United Kingdom,Town Hall,TN23 1PL,Tenterden,United Kingdom
Pedretti,Pedretti,1.0,131 Rue de l'Érier,73290,La Motte-Servolex,France,131 Rue de l'Érier,73290,La Motte-Servolex,France
L'Oréal,L'Oréal,1.0,"{""L'Oréal"": '41 Rue Martre'}","{""L'Oréal"": '10001'}","{""L'Oréal"": 'Clichy'}","{""L'Oréal"": ''}","{""L'Oréal"": '41 Rue Martre'}","{""L'Oréal"": '10001'}","{""L'Oréal"": 'Clichy'}","{""L'Oréal"": ''}"
L'Oréal,L'Oréal,1.0,"{""L'Oréal"": '41 Rue Martre'}","{""L'Oréal"": '10001'}","{""L'Oréal"": 'Clichy'}","{""L'Oréal"": ''}","{""L'Oréal"": '41 Rue Martre'}","{""L'Oréal"": '10001'}","{""L'Oréal"": 'Clichy'}","{""L'Oréal"": ''}"
DELANE SI,Delane SI,1.0,1 Cours de l'Île Seguin,92100,Boulogne-Billancourt,France,1 Cours de l'Île Seguin,92100,Boulogne-Billancourt,France
Exalog,Exalog,1.0000000000000002,97 Rue de Bellevue,92100,Boulogne-Billancourt,France,97 Rue de Bellevue,92100,Boulogne-Billancourt,France
Nokia,Nokia,1.0000000000000002,{'Nokia': 'Karaportti 3'},{'Nokia': '94086'},{'Nokia': 'Esbo'},{'Nokia': ''},{'Nokia': '150 Route de la Reine'},{'Nokia': '20141'},{'Nokia': 'Boulogne-Billancourt'},{'Nokia': 'France'}
Autograf,Autograf,1.0,35 Rue Saint-Blaise,75020,Paris,France,35 Rue Saint-Blaise,75020,Paris,France
Kapsch,Kapsch,1.0,2 Am Europlatz,1120,Wien,Austria,2 Am Europlatz,1120,Wien,Austria
Onepark,Onepark,1.0000000000000002,{'Onepark': ''},{'Onepark': ''},{'Onepark': 'Paris'},{'Onepark': 'France'},"CNIT 2, PLACE DE LA DÉFENSE, LA DÉFENSE",75009,Paris,France
QUIBLIER CONSEIL,QUIBLIER CONSEIL,1.0000000000000002,19 Avenue Charles Tillon,35000,Rennes,France,19 Avenue Charles Tillon,35000,Rennes,France
DEGRENNE,DEGRENNE,1.0,{'DEGRENNE': 'rue Guy Degrenne'},{'DEGRENNE': '76000'},{'DEGRENNE': 'Vire'},{'DEGRENNE': 'France'},{'DEGRENNE': 'rue Guy Degrenne'},{'DEGRENNE': '76000'},{'DEGRENNE': 'Vire'},{'DEGRENNE': 'France'}
DEGRENNE,DEGRENNE,1.0,{'DEGRENNE': 'rue Guy Degrenne'},{'DEGRENNE': '76000'},{'DEGRENNE': 'Vire'},{'DEGRENNE': 'France'},{'DEGRENNE': 'rue Guy Degrenne'},{'DEGRENNE': '76000'},{'DEGRENNE': 'Vire'},{'DEGRENNE': 'France'}
BNP Paribas,BNP Paribas,1.0,{'BNP Paribas': '16 Boulevard des Italiens'},{'BNP Paribas': '75009'},{'BNP Paribas': 'Paris'},{'BNP Paribas': 'France'},{'BNP Paribas': ''},{'BNP Paribas': ''},{'BNP Paribas': ''},{'BNP Paribas': ''}
zettafox,zettafox,1.0,27 West 20th Street,10011,New York,United States,27 West 20th Street,10011,New York,United States
Uneo,Uneo,1.0,48 Rue Barbès,92544,Montrouge,France,48 Rue Barbès,92544,Montrouge,France
ARMATIS CENTRE,ARMATIS CENTRE,1.0,1 Avenue de la Châtre,10000,Châteauroux,France,{'ARMATIS CENTRE': '1 Avenue de la Châtre'},{'ARMATIS CENTRE': '10000'},{'ARMATIS CENTRE': 'Châteauroux'},{'ARMATIS CENTRE': 'France'}
ARMATIS CENTRE,ARMATIS CENTRE,1.0,1 Avenue de la Châtre,10000,Châteauroux,France,{'ARMATIS CENTRE': '1 Avenue de la Châtre'},{'ARMATIS CENTRE': '10000'},{'ARMATIS CENTRE': 'Châteauroux'},{'ARMATIS CENTRE': 'France'}
University of Birmingham,University of Birmingham,1.0,THE UNIVERSITY OF BIRMINGHAM,B15 2TT,Birmingham,United Kingdom,THE UNIVERSITY OF BIRMINGHAM,B15 2TT,Birmingham,United Kingdom
"Marriott International, Inc.","Marriott International, Inc.",1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}","{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '20817'}","{'Marriott International, Inc.': 'Bethesda'}","{'Marriott International, Inc.': 'United States'}"
"Marriott International, Inc.",Marriott International Inc.,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc.': '10400 Fernwood Road'},{'Marriott International Inc.': '20817'},{'Marriott International Inc.': 'Bethesda'},{'Marriott International Inc.': 'United States'}
"Marriott International, Inc.",Marriott International Inc.,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc.': '10400 Fernwood Road'},{'Marriott International Inc.': '20817'},{'Marriott International Inc.': 'Bethesda'},{'Marriott International Inc.': 'United States'}
"Marriott International, Inc.",Marriott International Inc.,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc.': '10400 Fernwood Road'},{'Marriott International Inc.': '20817'},{'Marriott International Inc.': 'Bethesda'},{'Marriott International Inc.': 'United States'}
"Marriott International, Inc.",Marriott International Inc,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc': '10400 Fernwood Road'},{'Marriott International Inc': '20817'},{'Marriott International Inc': 'Bethesda'},{'Marriott International Inc': 'United States'}
"Marriott International, Inc.",Marriott International Inc,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc': '10400 Fernwood Road'},{'Marriott International Inc': '20817'},{'Marriott International Inc': 'Bethesda'},{'Marriott International Inc': 'United States'}
"Marriott International, Inc.",Marriott International Inc.,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc.': '10400 Fernwood Road'},{'Marriott International Inc.': '20817'},{'Marriott International Inc.': 'Bethesda'},{'Marriott International Inc.': 'United States'}
"Marriott International, Inc.",Marriott International Inc.,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc.': '10400 Fernwood Road'},{'Marriott International Inc.': '20817'},{'Marriott International Inc.': 'Bethesda'},{'Marriott International Inc.': 'United States'}
"Marriott International, Inc.",Marriott International Inc.,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc.': '10400 Fernwood Road'},{'Marriott International Inc.': '20817'},{'Marriott International Inc.': 'Bethesda'},{'Marriott International Inc.': 'United States'}
"Marriott International, Inc.","Marriott International, Inc.",1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}","{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '20817'}","{'Marriott International, Inc.': 'Bethesda'}","{'Marriott International, Inc.': 'United States'}"
"Marriott International, Inc.",Marriott International Inc.,1.0000000000000002,"{'Marriott International, Inc.': '10400 Fernwood Road'}","{'Marriott International, Inc.': '06902'}","{'Marriott International, Inc.': ''}","{'Marriott International, Inc.': 'United States'}",{'Marriott International Inc.': '10400 Fernwood Road'},{'Marriott International Inc.': '20817'},{'Marriott International Inc.': 'Bethesda'},{'Marriott International Inc.': 'United States'}
